standardized_smiles,scaffold,pic50,split
COc1cnc(-c2cc(-c3ccc(F)c([C@]4(C)C[S@]5(=O)=NCCCCN5C(N)=N4)c3)on2)cn1,O=S12=NCCCCN1C=NC(c1cccc(-c3cc(-c4cnccn4)no3)c1)C2,6.16,train
COc1cnc(-c2ccc(F)c([C@]3(C(F)F)CC[C@@](C)(C#N)C(N)=N3)c2)cn1,C1=NC(c2cccc(-c3cnccn3)c2)CCC1,7.92,train
COc1cnc(-c2ccc(F)c([C@]3(C)CC[C@@](C)(C#N)C(N)=N3)c2)cn1,C1=NC(c2cccc(-c3cnccn3)c2)CCC1,8.01,train
COc1cnc(-c2ccc(F)c([C@]3(C)CC[C@@](C)(S(C)(=O)=O)C(N)=N3)c2)cn1,C1=NC(c2cccc(-c3cnccn3)c2)CCC1,8.4,train
COc1cnc(-c2ccc(F)c([C@]3(CF)CC[C@@](C)(C#N)C(N)=N3)c2)cn1,C1=NC(c2cccc(-c3cnccn3)c2)CCC1,7.27,train
COc1cnc(-c2ccc(F)c([C@]3(CF)CC[C@](C)(C#N)C(N)=N3)c2)cn1,C1=NC(c2cccc(-c3cnccn3)c2)CCC1,6.07,train
COc1cnc(/C(F)=C/c2cc(F)c(F)c([C@]3(C)CS(=O)(=O)N(C)C(N)=N3)c2)cn1,O=S1(=O)CC(c2cccc(C=Cc3cnccn3)c2)N=CN1,6.77,train
COc1cnc(/C(F)=C/c2ccc(F)c([C@@]3(C)N=C(N)[C@@]4(CF)CC[C@@H]3S4(=O)=O)c2)cn1,O=S1(=O)C2C=NC(c3cccc(C=Cc4cnccn4)c3)C1CC2,6.865,train
COc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=S1(=O)CC=NC(c2cccc(C=Cc3cnccn3)c2)C1,6.8,train
COc1cnc(/C(F)=C/c2ccc(F)c([C@]3(C)CS(=O)(=O)N(C)C(N)=N3)c2)cn1,O=S1(=O)CC(c2cccc(C=Cc3cnccn3)c2)N=CN1,6.875,train
COc1cnc(/C(F)=C/c2ccc(F)c([C@]34CO[C@H](C(F)(F)F)[C@H]3CSC(N)=N4)c2)cn1,C(=Cc1cnccn1)c1cccc(C23COCC2CSC=N3)c1,6.21,train
COc1cnc(C(=O)Nc2cc(C)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.93,train
COc1cnc(C(=O)Nc2cc(C)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)n1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.85,train
COc1cnc(C(=O)Nc2cc(C)c(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.52,train
COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.314999999999999,train
COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.09,train
COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.58,train
COc1cnc(C(=O)Nc2cc(C3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c(F)cn2)cn1,O=C(Nc1cc(C2CS(=O)(=O)CC=N2)ccn1)c1cnccn1,6.6,train
COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)n1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.14,train
COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.47,train
COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.26,train
COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,8.219999999999999,train
COc1cnc(C(=O)Nc2cc(F)c(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.26,train
COc1cnc(C(=O)Nc2cc(F)c(Cl)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.715,train
COc1cnc(C(=O)Nc2cc(F)c(Cl)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.89,train
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.9,train
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.335,train
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.0,train
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(Cl)c1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.43,train
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(F)c1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.7,train
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.56,train
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](c4c(C)noc4C)SC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CC(c3cnoc3)SC=N2)c1)c1cnccn1,9.15,test
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.1,train
COc1cnc(C(=O)Nc2cc([C@@]3(C)CS(=O)(=O)C4(CCC4)C(N)=N3)c(F)cn2)cn1,O=C(Nc1cc(C2CS(=O)(=O)C3(C=N2)CCC3)ccn1)c1cnccn1,5.0,test
COc1cnc(C(=O)Nc2cc([C@@]3(C)N=C(N)CO[C@@H]3F)ccn2)cn1,O=C(Nc1cc(C2COCC=N2)ccn1)c1cnccn1,5.65,test
COc1cnc(C(=O)Nc2cc([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c(F)cn2)cn1,O=C(Nc1cc(C2CS(=O)(=O)CC=N2)ccn1)c1cnccn1,6.94,train
COc1cnc(C(=O)Nc2ccc(C)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.5,train
COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.01,train
COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.05,train
COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ncccn1,7.06,train
COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H](C)OC[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnccn1,7.95,train
COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)n1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.45,train
COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.91,train
COc1cnc(C(=O)Nc2ccc(Cl)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.85,train
COc1cnc(C(=O)Nc2ccc(Cl)c([C@]3(CF)N=C(N)O[C@H]4C[C@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,4.44,train
COc1cnc(C(=O)Nc2ccc(F)c(C3(C(F)F)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,7.28,train
COc1cnc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OC4(CCC4)C3(F)F)c2)cn1,O=C(Nc1cccc(C2CC3(CCC3)OC=N2)c1)c1cnccn1,6.945,train
COc1cnc(C(=O)Nc2ccc(F)c(C3(CF)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,8.42,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)(F)F)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,6.05,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,6.73,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(C)n1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.2,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.25,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(F)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.38,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)c(OC)n1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.31,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.12,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)nc1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ncccn1,6.92,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)C4(CCC4)S(=O)(=O)[C@@H]3F)c2)c(C)c1,O=C(Nc1cccc(C2CS(=O)(=O)C3(C=N2)CCC3)c1)c1ccccn1,8.44,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)COC3=C(F)F)c2)cn1,C=C1OCC=NC1c1cccc(NC(=O)c2cnccn2)c1,7.140000000000001,test
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@@H]3F)c2)cn1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,7.92,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)(F)F)c2)cn1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,7.545,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)F)c2)cn1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,8.125,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3F)c2)cn1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,7.01,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.615,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(C)c1,O=C(Nc1cccc(C2CCOC=N2)n1)c1ccccn1,6.57,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,7.25,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@@H]4C[C@@H]43)n2)cn1,O=C(Nc1cccc(C2N=COC3CC32)n1)c1cnccn1,5.7,test
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@H](CF)[C@@H]3F)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,8.275,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)O[C@H]4C[C@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.6,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SC=C3C)c2)cn1,O=C(Nc1cccc(C2C=CSC=N2)c1)c1cnccn1,6.24,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC3=O)c2)cn1,O=C(Nc1cccc(C2N=CSCC2=O)c1)c1cnccn1,7.4,test
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@](C)(S(C)(=O)=O)C[C@@H]3F)c2)cn1,O=C(Nc1cccc(C2CCCC=N2)c1)c1cnccn1,7.51,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C4CC4)N=C(N)CO[C@@H]3F)c2)cn1,O=C(Nc1cccc(C2(C3CC3)COCC=N2)c1)c1cnccn1,6.699999999999999,validation
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4CCOC[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnccn1,7.945,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H](C)OC[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CCOCC32)c1)c1cnccn1,7.93,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)c(Cl)c1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1ccccn1,7.47,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(CF)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.85,train
COc1cnc(C(=O)Nc2ccc(F)c([C@@]34N=C(N)SC[C@@H]3CCO4)c2)cn1,O=C(Nc1cccc(C23N=CSCC2CCO3)c1)c1cnccn1,6.64,validation
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(C)n1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,6.68,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(Cl)c1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,7.18,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(N)n1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,7.8,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)c(OC)c1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,6.04,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)cn1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,7.0,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,7.7,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C(F)F)N=C(N)O[C@H]4C[C@H]43)c2)c(C)n1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,6.005,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(C(C)C)SC(N)=N3)c2)cn1,O=C(Nc1cccc(C2C=CSC=N2)c1)c1cnccn1,7.72,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(CF)OC(N)=N3)c2)c(C)n1,O=C(Nc1cccc(C2C=COC=N2)c1)c1cnccn1,6.31,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(CF)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2C=COC=N2)c1)c1cnccn1,7.140000000000001,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=C(CF)OC(N)=N3)c2)nc1,O=C(Nc1cccc(C2C=COC=N2)c1)c1ncccn1,6.62,validation
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C=CSC(N)=N3)c2)cn1,O=C(Nc1cccc(C2C=CSC=N2)c1)c1cnccn1,8.02,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC(=C(C)C)SC(N)=N3)c2)cn1,C=C1CC(c2cccc(NC(=O)c3cnccn3)c2)N=CS1,7.72,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC4(CCC4)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CC3(CCC3)OC=N2)c1)c1cnccn1,7.265000000000001,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CC4(CCOCC4)SC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CC3(CCOCC3)SC=N2)c1)c1cnccn1,7.48,validation
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CCOC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.065,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCSC=N2)c1)c1cnccn1,8.115,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)COCC(N)=N3)c2)cn1,O=C(Nc1cccc(C2COCC=N2)c1)c1cnccn1,7.814999999999999,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)c2)c(C)c1,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,7.48,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(C)c1,O=C(Nc1cccc(C2COCC=N2)n1)c1ccccn1,7.03,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)c2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,8.69,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)(C)C(N)=N3)n2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)n1)c1cnccn1,5.09,test
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)C(C)C(N)=N3)c2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,8.12,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)CC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,7.83,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N3)c2)cn1,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3cnccn3)c2)N1,7.52,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@@](C)(CF)C(=N)N3)c2)cn1,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3cnccn3)c2)N1,7.92,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@@](C)(F)C(N)=N3)c2)cn1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,8.51,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@](C)(C(F)F)C(=N)N3)c2)cn1,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3cnccn3)c2)N1,6.77,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@](C)(CF)C(=N)N3)c2)cn1,N=C1CS(=O)(=O)CC(c2cccc(NC(=O)c3cnccn3)c2)N1,7.85,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@]4(C[C@@H](F)C4)C(N)=N3)c2)c(C)c1,O=C(Nc1cccc(C2CS(=O)(=O)C3(C=N2)CCC3)c1)c1ccccn1,8.34,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CS(=O)(=O)[C@]4(C[C@H](OC)C4)C(N)=N3)c2)c(C)c1,O=C(Nc1cccc(C2CS(=O)(=O)C3(C=N2)CCC3)c1)c1ccccn1,7.8,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CSCC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CSCC=N2)c1)c1cnccn1,7.63,validation
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)n2)c(Cl)c1,O=C(Nc1cccc(C2CCOC=N2)n1)c1ccccn1,6.94,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(NC(=O)c4ccccc4)=N3)c2)cn1,O=C(NC1=NC(c2cccc(NC(=O)c3cnccn3)c2)CCO1)c1ccccc1,7.52,test
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4c(C#N)cnc4C(N)=N3)c2)cn1,O=C(Nc1cccc(C2Cn3ccnc3C=N2)c1)c1cnccn1,8.26,test
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nc(C#N)cc4C(N)=N3)c2)cn1,O=C(Nc1cccc(C2Cn3nccc3C=N2)c1)c1cnccn1,8.54,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)Cn4nncc4C(N)=N3)c2)cn1,O=C(Nc1cccc(C2Cn3nncc3C=N2)c1)c1cnccn1,8.69,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)O[C@@H]4C[C@@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,5.3,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)O[C@H]4C[C@H]43)c2)cn1,O=C(Nc1cccc(C2N=COC3CC32)c1)c1cnccn1,4.945,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(NC(=O)c4ccccc4)OC4C[C@@H]43)c2)cn1,O=C(NC1=NC(c2cccc(NC(=O)c3cnccn3)c2)C2CC2O1)c1ccccc1,6.22,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(NC(=O)c4ccccc4)O[C@H]4C[C@H]43)c2)cn1,O=C(NC1=NC(c2cccc(NC(=O)c3cnccn3)c2)C2CC2O1)c1ccccc1,6.109999999999999,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)CS(=O)(=O)C(C)(C)C(N)=N3)c2)c(OC)n1,O=C(Nc1cccc(C2CS(=O)(=O)CC=N2)c1)c1cnccn1,8.37,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.065,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(Cl)c1,O=C(Nc1cccc(C2CCOC=N2)c1)c1ccccn1,7.6,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,7.59,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]3(CF)C[C@H](C(F)(F)F)OC(N)=N3)c2)cn1,O=C(Nc1cccc(C2CCOC=N2)c1)c1cnccn1,5.855,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]34CN(c5ncc(F)cn5)C[C@H]3CSC(N)=N4)c2)cn1,O=C(Nc1cccc(C23CN(c4ncccn4)CC2CSC=N3)c1)c1cnccn1,9.21,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]34COC[C@@]3(F)CSC(N)=N4)c2)cn1,O=C(Nc1cccc(C23COCC2CSC=N3)c1)c1cnccn1,7.88,train
COc1cnc(C(=O)Nc2ccc(F)c([C@]34CO[C@@H](C)C[C@@]3(F)CSC(N)=N4)c2)cn1,O=C(Nc1cccc(C23COCCC2CSC=N3)c1)c1cnccn1,6.82,train
COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)cc(F)c2O3)cn1,O=C(Nc1ccc2c(c1)C1(CCOC=N1)c1cc(-c3ccncc3)ccc1O2)c1cnccn1,8.19,validation
COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)nc(F)c2O3)cn1,O=C(Nc1ccc2c(c1)C1(CCOC=N1)c1cc(-c3ccncc3)ncc1O2)c1cnccn1,8.74,train
COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4ccnc(F)c4)ncc2O3)cn1,O=C(Nc1ccc2c(c1)C1(CCOC=N1)c1cc(-c3ccncc3)ncc1O2)c1cnccn1,8.54,train
COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(-c4cncc(F)c4)nc(F)c2O3)cn1,O=C(Nc1ccc2c(c1)C1(CCOC=N1)c1cc(-c3cccnc3)ncc1O2)c1cnccn1,8.89,train
